budget,revenue,profit,popularity,runtime,vote_average,genres1
3500000,0,-3500000,5.038953,103,6.2,9648
7000000,0,-7000000,1.498245,96,7.7,18
7000000,573335,-6426665,8.184588,103,7.1,10749
7000000,453079,-6546921,2.26778,108,5.9,35
7000000,1310673,-5689327,3.120016,170,6.7,18
7000000,46488,-6953512,8.207425,108,6,80
0,0,0,2.356244,120,6.3,18
6000000,30471,-5969529,34.917447,108,7.2,28
0,0,0,0.542814,92,5.8,80
7000000,0,-7000000,5.060656,84,5,27
7000000,12400000,5400000,5.33861,76,5.1,16
0,0,0,1.874783,53,6.5,10751
0,41410568,41410568,14.574995,115,7,10749
7000000,8900000,1900000,8.591387,97,6.9,12
6900000,7993039,1093039,26.181753,102,7.4,35
0,7000000,7000000,21.01755,104,6.1,35
0,0,0,3.139294,96,6.8,18
7000000,0,-7000000,6.665164,94,5.8,53
0,0,0,2.832628,125,6.3,18
0,0,0,3.528643,108,6.7,35
6800000,0,-6800000,4.665309,101,6.1,28
6900000,44287131,37387131,25.613197,101,5.6,27
6800000,7103838,303838,21.285206,130,7.9,18
0,0,0,4.240495,125,5.8,18
0,0,0,3.810943,88,5.1,28
4000000,0,-4000000,23.604936,115,7.8,18
6500000,255273813,248773813,60.225219,99,5.6,27
7,7,0,0.050456,82,5.2,35
6500000,57504069,51004069,17.705671,112,7.4,80
6500000,54215416,47715416,6.847099,108,6.8,18
0,0,0,8.067702,107,6.3,35
6500000,31899000,25399000,11.208769,105,6.8,27
6500000,0,-6500000,2.163683,108,6.2,28
6500000,28451622,21951622,11.142389,98,7,80
6500000,13368437,6868437,11.885221,88,5.1,35
6500000,12376563,5876563,12.524953,131,7,878
0,10,10,1.537859,91,4.1,27
0,0,0,3.481517,140,7,18
6500000,17693675,11193675,40.688426,100,7,18
6500000,11850214,5350214,24.0034,105,7,18
6500000,2025032,-4474968,2.639106,100,8,18
6500000,2401510,-4098490,16.574756,116,6.5,18
6500000,1548955,-4951045,5.483531,96,6.8,10749
0,0,0,1.068819,113,7,18
6500000,1521261,-4978739,8.432401,113,7.1,18
6500000,0,-6500000,2.074295,102,6,28
0,8159508,8159508,11.357474,121,7.5,18
6400000,78371200,71971200,74.234793,108,7.3,28
4800000,79384880,74584880,11.086001,121,7.4,35
10000000,0,-10000000,13.409125,97,7.2,18
4000000,14237000,10237000,14.961629,91,7.3,35
6000000,2122561,-3877439,16.139771,94,6.8,10749
6000000,181813770,175813770,67.608041,110,7.2,10749
6000000,138530565,132530565,49.802914,120,7.5,18
6000000,119114517,113114517,16.20985,122,6.8,99
6000000,102308889,96308889,24.499996,110,7.4,36
6000000,102272727,96272727,59.961523,139,7.4,35
6000000,0,-6000000,12.541983,124,7.4,18
6000000,43656822,37656822,23.431117,152,7,80
6000000,39846344,33846344,15.929648,98,6.6,35
0,0,0,3.029944,106,6.5,35
6000000,25059640,19059640,5.537646,106,7.1,35
6000000,23341568,17341568,64.025031,106,8.1,18
8000000,22168359,14168359,12.654051,89,5.5,27
5000000,38275483,33275483,35.108498,92,5.9,35
6000000,44703995,38703995,40.196514,109,7.3,18
6000000,20400000,14400000,7.60445,144,6.2,37
0,0,0,10.982255,90,6.7,35
6000000,50244700,44244700,24.351305,99,6.9,878
0,0,0,3.159574,121,6.2,35
6000000,18197398,12197398,12.601677,89,4.4,35
12716953,18814720,6097767,7.077505,113,6.3,80
6000000,18750246,12750246,4.053017,91,6.6,35
0,0,0,6.379933,104,5.9,35
6000000,58000000,52000000,15.639016,99,6.5,35
6000000,12000000,6000000,3.89204,98,5.4,80
6000000,48027970,42027970,26.286954,121,7.4,18
5000000,11642254,6642254,8.008844,96,5.2,27
5000000,9206470,4206470,12.68514,100,6.5,35
6000000,7518876,1518876,0.041651,42,8,99
0,0,0,8.483531,122,6.6,18
6000000,6852450,852450,3.561198,101,6.1,35
6000000,13231461,7231461,14.988746,96,6.4,18
0,0,0,5.754416,84,5.5,35
6000000,6670712,670712,6.497285,104,6.9,18
6000000,19560274,13560274,19.411141,96,6.8,28
7000000,6230276,-769724,7.034618,94,4.8,35
6000000,10409377,4409377,26.218912,97,7.1,18
0,0,0,4.647547,97,6.6,35
0,0,0,9.371534,89,5.4,35
5500000,5483299,-16701,15.015271,120,6.4,18
6000000,4398989,-1601011,5.696491,95,5.5,35
0,0,0,4.25422,95,7.4,35
6000000,3283371,-2716629,5.411243,99,6.9,28
0,0,0,1.273773,96,6.2,9648
6000000,2944752,-3055248,6.27257,94,6.6,18
6000000,2025238,-3974762,4.148253,95,6,35
0,0,0,1.369649,84,5.7,18
6244087,638641,-5605446,14.970654,145,7.6,12
6000000,2899975,-3100025,7.161051,99,6.2,18
6000000,0,-6000000,12.434688,110,6.6,53
0,0,0,2.507912,97,7.2,18
6000000,869325,-5130675,1.478505,107,4.6,28
6000000,399611,-5600389,0.215464,97,4.7,18
0,0,0,1.229667,104,5.7,18
6000000,0,-6000000,6.903186,99,6.2,18
134005,1332231,1198226,2.260315,104,5.3,18
6000000,0,-6000000,3.427061,97,5.9,18
0,0,0,0.669169,107,6.5,28
0,0,0,6.077735,117,6.3,18
6000000,69497,-5930503,2.404626,85,4.7,35
0,25,25,0.475748,152,8,99
6000000,0,-6000000,15.048067,86,6.8,80
0,0,0,1.734764,103,5.4,28
0,0,0,1.496454,87,5.4,80
12000000,66351,-11933649,10.19041,95,5.6,80
6000000,0,-6000000,12.099486,101,6.3,18
6000000,0,-6000000,4.957014,90,5.2,28
0,0,0,2.135689,240,7.6,10749
5952000,2120439,-3831561,18.119265,87,7.1,27
5300000,3897799,-1402201,13.034602,122,7,18
6000000,32251,-5967749,6.349218,86,5.5,18
4000000,530048,-3469952,5.013575,103,6.8,18
0,0,0,4.448353,90,4.9,35
5800000,6800000,1000000,4.49029,133,7.2,28
0,0,0,2.204138,91,5.5,18
6000000,27165581,21165581,11.81832,108,6.8,28
0,0,0,0.356495,99,10,35
3500159,76578641,73078482,22.054546,112,6.2,35
0,0,0,4.245123,141,6,18
5800000,7000000,1200000,3.201886,95,4.2,28
0,126,126,0.114342,139,4.7,28
5600000,18469680,12869680,22.341462,85,6.4,53
0,531826,531826,0.305922,105,3.9,35
5500000,159616327,154116327,28.500913,129,7.9,35
5500000,58972904,53472904,10.439971,123,6.8,18
0,0,0,3.784535,116,6.4,35
0,0,0,10.396305,105,7.3,18
6000000,0,-6000000,33.296684,90,5.9,10749
5500000,15700000,10200000,19.127239,105,7.4,37
7000000,0,-7000000,14.072941,111,7.1,35
0,0,0,2.714043,91,6.2,18
5500000,4865000,-635000,2.141143,95,3.3,35
0,0,0,20.982455,96,7.5,18
4361898,3031801,-1330097,2.080741,92,5.6,35
5000000,2466444,-2533556,7.79068,104,6.2,80
6500000,37295445,30795445,15.580335,120,7.6,18
0,0,0,5.336243,99,4.8,18
3850000,0,-3850000,10.787322,93,6.8,18
0,792,792,32.476098,97,7.1,18
5500000,0,-5500000,3.21392,100,5.4,35
2200000,11502151,9302151,5.206967,157,7.2,18
0,0,0,1.5846,90,6.2,18
8000000,0,-8000000,3.653305,96,5.6,35
0,0,0,3.865122,96,4.9,35
0,0,0,1.391958,90,7.3,18
0,15699707,15699707,20.821846,100,7.1,53
0,0,0,9.451228,94,6,878
0,0,0,1.688495,95,7.3,35
5500000,5000000,-500000,5.033065,120,5.9,18
5100000,0,-5100000,5.934016,103,7.2,878
0,0,0,0.075817,130,5.4,18
5000000,0,-5000000,48.375848,106,6.5,27
4000000,152925093,148925093,42.187986,92,6.3,27
15000000,108286421,93286421,53.698683,103,6.8,53
5000000,64282312,59282312,14.752587,87,6.1,99
4900000,44107032,39207032,48.170508,81,6.3,27
5000000,205703818,200703818,29.15813,83,5.9,27
5000000,103590271,98590271,56.30466,89,4.9,27
5000000,44793222,39793222,17.304055,96,6.5,27
5500000,99067206,93567206,9.59729,115,7.5,35
5000000,142817992,137817992,20.326337,95,5.2,27
4100000,36000000,31900000,4.028875,135,6.4,18
5000000,41833347,36833347,6.470766,113,6.7,35
11000000,34872033,23872033,16.856231,89,5.1,27
8000000,60378584,52378584,19.683187,110,7,80
5000000,28200000,23200000,9.358197,127,6.8,12
5000000,86362372,81362372,19.984477,84,5.2,27
5000000,26010864,21010864,30.271066,124,7.9,18
5000000,55198285,50198285,59.454473,117,7.9,18
3300000,64110728,60810728,20.304235,83,5.1,53
9000000,39723096,30723096,60.715151,113,8.1,9648
5000000,44030246,39030246,35.871248,104,6.3,27
5000000,26888376,21888376,18.077963,97,6.9,35
5000000,110000000,105000000,20.428237,110,7.4,18
4600000,23198652,18598652,32.14444,103,7.1,35
0,0,0,3.673566,94,4.7,35
3500000,20659423,17159423,3.656491,104,6.8,10751
0,0,0,1.88484,77,5.4,16
5000000,0,-5000000,4.227807,134,6.1,18
0,0,0,3.102862,129,6.5,18
10000000,17273593,7273593,15.688439,90,5.9,35
5000000,24804129,19804129,22.9951,134,7.1,28
0,0,0,5.769822,104,6.4,18
5000000,40100000,35100000,26.510558,93,6.1,27
0,0,0,7.544515,105,5.4,18
0,0,0,1.126941,109,6.1,18
5000000,43884652,38884652,35.307577,99,7.5,18
5000000,15000000,10000000,4.079111,139,6,36
5000000,19905359,14905359,7.058868,99,6.4,28
5000000,14000000,9000000,12.904615,100,4.8,27
5000000,368744044,363744044,18.115566,95,6.2,35
5000000,31724284,26724284,62.554173,94,5,18
5000000,15116634,10116634,9.483717,88,5,27
5000000,33616692,28616692,16.890285,106,7.3,18
4000000,30039392,26039392,49.12486,99,7.5,27
0,0,0,8.309894,82,4.3,18
5000000,13269963,8269963,5.960149,135,6.9,18
5000000,17768757,12768757,9.302349,88,5.9,27
5000000,0,-5000000,8.190888,89,5.8,27
0,0,0,5.87193,110,6.9,35
5000000,12232628,7232628,8.452666,107,5.5,28
5000000,25562924,20562924,17.028252,86,5,27
5000000,16174377,11174377,19.336367,102,6.5,35
5000000,54418872,49418872,38.006982,103,6.7,28
0,14056528,14056528,6.377523,118,6,28
5000000,12200000,7200000,0.835617,139,5.4,18
20000000,21164799,1164799,14.947588,92,4.3,10749
0,0,0,5.1299,99,6.3,18
4,25,21,1.199451,89,6.2,18
0,0,0,3.810827,96,5.2,35
5500000,0,-5500000,3.7387,82,6.2,14
0,0,0,9.85123,92,6.3,35
8000000,3432342,-4567658,3.03091,99,6.7,35
0,0,0,3.199904,106,6.6,28
5000000,0,-5000000,2.739307,90,4.9,28
5000000,7230000,2230000,5.348446,118,6.4,28
5000000,0,-5000000,4.070044,97,6.7,35
0,6538177,6538177,9.974681,94,6.6,35
5000000,0,-5000000,6.308298,91,6.5,35
5000000,5321508,321508,49.333137,175,8.1,37
5000000,5476060,476060,4.149628,94,6.3,28
5000000,9760104,4760104,46.114184,97,7.6,878
0,0,0,3.562563,90,5.2,35
5000000,4074023,-925977,4.498368,41,5.9,99
5000000,3263585,-1736415,7.673124,112,6.8,18
4000000,41424067,37424067,4.992475,120,6.5,18
5000000,4040588,-959412,6.174435,110,6.6,35
0,0,0,0.805312,87,4.6,35
5000000,3049135,-1950865,8.753409,99,7,18
5000000,4842699,-157301,3.943706,121,5.4,18
5000000,2614773,-2385227,9.169411,97,6,35
5000000,1980338,-3019662,2.732031,116,6,35
5000000,8203235,3203235,35.252056,101,7.3,53
5000000,0,-5000000,6.063868,103,5.7,18
5000000,2450846,-2549154,21.343093,112,6.6,53
5000000,5129058,129058,10.095184,91,6.9,18
5000000,742898,-4257102,4.129165,98,5.9,35
5000000,3220371,-1779629,30.001024,95,6.7,27
5000000,0,-5000000,6.759235,88,5.8,35
5000000,846704,-4153296,1.731035,99,3.9,18
7000000,560069,-6439931,11.700578,91,6.8,35
6000000,0,-6000000,2.388683,97,5.6,80
0,0,0,0.080704,136,6,18
0,0,0,0.888986,117,6.6,99
0,0,0,0.679351,94,6.5,18
5000000,5476793,476793,19.940245,89,7.3,35
0,0,0,1.286991,92,6.2,18
0,0,0,0.042442,128,6.6,28
0,0,0,1.116206,90,5.5,35
5000000,0,-5000000,3.05434,95,4.7,27
5000000,98450062,93450062,38.94708,94,6,27
5000000,782102,-4217898,3.792015,90,6.2,18
0,0,0,0.219799,95,3.8,10749
5000000,0,-5000000,7.794,91,4.2,27
5000000,0,-5000000,9.136965,107,7,53
0,0,0,8.39685,92,6.3,27
0,0,0,7.864905,87,5.8,18
0,0,0,1.963219,80,3.2,35
0,0,0,1.546169,95,7,18
5000000,0,-5000000,10.619574,105,7.4,10402
5000000,0,-5000000,0.999655,67,3,10751
0,0,0,1.985243,95,6.1,10749
0,0,0,0.102003,89,5,10770
15000000,0,-15000000,10.48009,94,4.5,53
0,0,0,1.136568,109,4.1,28
5000000,0,-5000000,11.095219,123,6.4,18
0,0,0,0.40703,0,0,35
0,0,0,0.028756,88,0,10751
5000000,0,-5000000,8.618793,88,4.7,35
0,0,0,2.394613,97,3.5,27
0,0,0,2.387463,120,7,35
5000000,17872796,12872796,5.461487,99,7.1,18
1000000,24475416,23475416,14.805264,135,7.4,18
4798235,209696,-4588539,25.30216,107,6.3,27
4800000,80578934,75778934,38.83192,94,5.7,27
0,0,0,3.500741,94,6.2,35
5000000,3099314,-1900686,19.807295,120,7.1,53
0,0,0,1.435742,112,6.3,27
0,0,0,7.667888,98,6.3,18
5000000,0,-5000000,8.496364,81,5.5,35
4700000,8025872,3325872,9.617777,101,5.9,27
4638783,11000000,6361217,4.495256,106,7.2,37
4800000,10337387,5537387,35.754865,90,5.6,18
0,0,0,0.20323,80,4.8,18
4,0,-4,0.28076,83,4.6,35
0,0,0,3.11319,105,7,18
0,0,0,0.137535,89,1,28
4600000,0,-4600000,6.368933,100,7.3,18
4700000,0,-4700000,0.217538,92,5.6,18
4600000,0,-4600000,3.531877,97,5.7,18
0,0,0,0.706355,103,5.9,18
4500000,146198896,141698896,15.002502,96,6.5,35
4500000,58853106,54353106,22.585384,104,5.8,10749
6000000,254700832,248700832,29.834065,117,6.6,35
4500000,27092880,22592880,20.403344,90,7,35
4500000,10400000,5900000,5.224593,116,6.9,12
15000000,13060843,-1939157,30.196039,135,7.2,80
4500000,7011317,2511317,15.359952,108,6.9,80
4500000,7390108,2890108,11.573034,102,7.9,80
0,0,0,1.847822,96,6.2,10402
0,0,0,0.425551,115,6.8,18
4500000,0,-4500000,3.819796,123,7,18
5000000,10429707,5429707,10.274542,98,5.5,35
6000000,1270522,-4729478,61.210016,113,7.7,14
0,0,0,0.177356,105,6.1,28
4500000,0,-4500000,0.011697,122,7.7,18
2000000,0,-2000000,6.249262,101,6.6,35
4500000,744816,-3755184,3.108881,97,6.3,35
0,23803308,23803308,17.074843,115,7.4,18
0,0,0,0.774442,120,6.2,18
0,0,0,8.816995,99,6,35
4500000,0,-4500000,8.48639,110,7,28
0,623528,623528,5.223096,98,6.6,12
0,0,0,7.759215,109,7.7,80
4500000,3606395,-893605,14.570359,104,5.4,18
0,0,0,0.371337,134,5.3,35
3000000,108981275,105981275,127.525581,133,8.2,18
4400000,0,-4400000,3.898737,85,6.9,35
0,0,0,7.315935,86,6.7,35
4500000,32000000,27500000,2.551559,126,7.3,53
0,0,0,8.772574,199,8.2,18
0,0,0,6.988357,103,5.5,12
3730500,6294161,2563661,6.938854,112,5.7,28
5000000,0,-5000000,11.21273,89,7,80
0,0,0,7.217328,124,6.5,18
8000000,41400000,33400000,12.439495,101,7.1,18
3250000,0,-3250000,2.126139,133,6.6,18
0,0,0,10.142218,120,5.9,53
4200000,0,-4200000,16.536374,98,6.1,35
0,0,0,0.933891,93,6.9,18
4200000,32000000,27800000,12.540624,114,6.3,14
3705538,62548947,58843409,8.839651,112,6.9,10749
4000000,125728258,121728258,12.891276,94,6.1,35
4000000,0,-4000000,10.789912,90,4.6,27
114000,30000000,29886000,25.666029,96,7.5,27
4000000,119723856,115723856,45.66662,102,7.3,18
4000000,38251425,34251425,35.892034,93,7.8,35
4000000,36000000,32000000,8.988455,152,6.6,28
4000000,44909486,40909486,14.042041,111,6.5,18
4000000,187112,-3812888,40.016306,95,5.2,27
3600000,49800000,46200000,22.030517,112,7.1,18
4500000,0,-4500000,2.503612,86,4.8,27
4000000,0,-4000000,4.117968,105,6.9,10749
4000000,52425855,48425855,24.161735,91,4.1,53
4000000,14400000,10400000,1.379354,105,6.4,18
3500000,34705850,31205850,15.338211,106,6.5,35
4000000,13008928,9008928,29.852608,94,7.1,28
4000000,11744471,7744471,35.061467,172,7.8,12
0,10000000,10000000,7.288352,109,5.8,99
5000000,15179302,10179302,10.605752,88,4.4,27
4000000,44349000,40349000,43.40352,164,7.5,18
4000000,31584901,27584901,17.229537,96,6.4,35
7000000,10229331,3229331,2.453459,93,5.3,28
6000000,9000000,3000000,1.433692,82,5.9,28
32000000,0,-32000000,9.976428,101,6.7,18
4000000,8200000,4200000,2.930058,124,6.8,18
0,0,0,7.173059,91,5.5,18
0,0,0,1.735462,82,4.8,35
0,44000000,44000000,29.071955,105,7.1,27
0,0,0,18.428909,87,5.4,35
4000000,0,-4000000,11.387335,110,6.3,35
4000000,6000000,2000000,5.975604,143,6.1,28
4000000,4630045,630045,4.59841,84,5.5,35
4000000,4300000,300000,22.87623,98,6.5,80
4000000,9304609,5304609,19.107285,104,6.7,35
0,0,0,0.456485,96,3.3,99
4000000,3468572,-531428,4.541908,110,6.7,18
0,0,0,4.348416,84,7.3,10402
0,0,0,3.347885,94,5.4,35
4000000,2426851,-1573149,6.091951,90,6.2,35
0,1919197,1919197,4.757625,96,6.1,35
4000000,1104682,-2895318,12.062371,88,5.9,27
4000000,866999,-3133001,7.758188,101,6.6,14
4000000,0,-4000000,12.781973,102,8,18
0,0,0,1.631993,87,5.1,14
0,1406224,1406224,12.690224,83,6.5,18
0,0,0,8.516229,103,5.5,53
0,0,0,5.90259,99,6.5,35
4000000,0,-4000000,2.866934,106,5.2,18
0,641100,641100,9.140936,115,6.9,18
4000000,2365467,-1634533,22.987897,118,6.5,18
3000000,302204,-2697796,1.204941,109,7,80
1300000,354704,-945296,7.605291,102,6.7,80
1500000,0,-1500000,2.855963,95,6,35
0,0,0,0.502396,87,5.8,35
4000000,0,-4000000,1.771584,119,8.1,18
9500000,120000,-9380000,21.230737,104,6.6,80
0,0,0,0.068246,103,6,35
0,0,0,0.541652,93,4.5,35
16000000,318982,-15681018,18.790221,100,6.1,18
4000000,0,-4000000,0.409089,100,4.2,18
4000000,146402,-3853598,3.663108,113,7.1,18
650000,33245,-616755,12.496261,98,6.2,18
0,0,0,0.596889,92,6.7,18
0,0,0,2.611364,106,6.4,18
4000000,355688,-3644312,3.238466,119,6.2,35
4000000,25345000,21345000,8.30723,99,6.2,12
0,0,0,3.408955,90,5.8,35
0,4037782,4037782,1.876621,120,7.3,18
0,0,0,1.807571,142,7.1,18
0,0,0,6.783053,93,5.2,53
3950000,8000000,4050000,8.484123,127,6.1,28
4000000,0,-4000000,0.936232,103,5.7,35
4000000,0,-4000000,12.822534,93,4.5,27
0,0,0,4.989985,84,6.6,27
4000000,0,-4000000,1.390659,78,4.1,27
4000000,0,-4000000,1.923514,0,5.2,35
0,0,0,4.118612,113,4.4,10749
3900000,28350000,24450000,9.541688,120,7.5,18
3800000,23689877,19889877,17.234745,121,7.7,18
4000000,400176459,396176459,48.98255,238,7.7,18
0,0,0,1.972668,98,6.5,18
3800000,14873,-3785127,3.490215,123,6.2,10752
3768785,8000000,4231215,1.726175,107,7.3,28
967686,4270000,3302314,20.544999,101,7,35
0,0,0,0.389471,115,6.7,18
3500000,44462,-3455538,8.45342,101,6.5,18
3700000,2956000,-744000,0.90522,102,6.6,10402
3800000,0,-3800000,2.201678,95,6,18
4000000,13401952,9401952,3.771652,109,6.6,35
3600000,44785053,41185053,21.119209,113,7.4,18
3500000,257850122,254350122,17.002623,91,6.8,35
3500000,83453539,79953539,46.116885,88,7.1,35
5000000,0,-5000000,1.398981,88,5.3,53
3500000,28215918,24715918,25.5748,91,7,35
3500000,27900000,24400000,3.418871,97,7.2,18
3500000,14000000,10500000,10.729884,92,5.9,27
3716946,5000000,1283054,2.676535,121,6.9,28
3500000,13007551,9507551,7.821438,134,7.4,80
3500000,12800000,9300000,3.281509,149,7.4,18
3500000,12000000,8500000,2.938973,121,6.2,28
3500000,12600000,9100000,10.219942,116,7.1,80
3500000,40423945,36923945,50.319662,92,6.3,9648
0,0,0,0.593068,93,5.4,28
3500000,9482579,5982579,8.406025,96,5.7,35
10000000,6451628,-3548372,5.588652,105,6.8,18
2000000,33965843,31965843,25.894065,129,7.8,80
0,0,0,3.280081,94,4.8,27
3600000,5923044,2323044,35.674774,84,7.6,27
0,0,0,3.115754,81,5.4,28
1000000,0,-1000000,20.466433,86,3.8,10770
0,0,0,0.015597,105,5.4,18
3500000,4159678,659678,12.982319,103,6.7,14
0,0,0,0.595136,104,5.8,35
3500000,113783,-3386217,3.643608,98,6.7,35
3500000,0,-3500000,6.396936,91,5.6,28
0,0,0,0.909067,111,2.9,80
3500000,0,-3500000,1.348114,98,5.2,80
0,0,0,0.964802,104,2,28
0,0,0,0.042346,200,0,18
3500000,0,-3500000,1.271621,96,4.6,27
3500000,0,-3500000,25.891466,78,7.9,28
3500000,0,-3500000,1.618138,100,0,99
3500000,0,-3500000,4.304341,85,3.3,28
3500000,0,-3500000,3.158056,92,5.3,28
0,0,0,3.230779,86,5,18
3440000,0,-3440000,1.913302,90,3.6,80
3400000,31063038,27663038,5.690619,94,6.5,35
8000000,127392239,119392239,17.537154,80,6.9,99
3500000,19504039,16004039,26.259389,107,6.7,53
0,0,0,1.419431,100,6.2,18
3000000,3830137,830137,11.637458,92,6,35
3300000,13092000,9792000,192.528841,105,8.3,18
3300000,30641770,27341770,44.356711,130,8.1,18
600000,4000000,3400000,4.859873,99,6.8,35
3400000,0,-3400000,6.723057,118,6.8,18
0,0,0,3.069605,85,6.4,9648
3800000,16800000,13000000,21.826888,115,7.9,18
0,19294144,19294144,15.128316,94,7.4,35
0,0,0,1.814802,91,6.7,18
4300000,0,-4300000,5.643023,98,6.2,28
3300000,45000,-3255000,2.964785,96,4.1,35
2000000,7,-1999993,0.11615,92,8,10749
0,28814580,28814580,13.437038,128,6.8,18
3200000,33395426,30195426,26.180367,136,7.5,27
3200000,8000000,4800000,11.735287,123,7.4,37
0,2277396,2277396,8.308442,99,6.9,18
0,0,0,3.027892,101,6.9,18
3200000,5332926,2132926,11.933449,105,6.8,18
0,658573,658573,8.825113,95,6.1,28
2700000,141000000,138300000,17.332585,109,7,35
2500000,124881062,122381062,47.812466,110,7.2,12
2400000,0,-2400000,11.753553,110,5.7,878
3180000,9644124,6464124,42.868495,130,8,18
4000000,16491080,12491080,63.513324,93,7.8,18
0,0,0,1.918959,115,6.3,35
3000000,177512032,174512032,22.789649,91,5.7,27
0,0,0,5.735912,91,7.4,35
4000000,35564473,31564473,11.414843,120,7.3,99
0,0,0,6.017273,111,6.9,18
3000000,29999213,26999213,21.607228,87,5.7,27
3000000,20966644,17966644,7.961559,117,6.9,18
3000000,89328627,86328627,54.403033,86,6,878
3000000,77712439,74712439,41.045084,110,6.7,27
3000000,19184015,16184015,0.295226,113,5,35
3000000,17570324,14570324,16.553594,108,7.6,18
3000000,18999718,15999718,24.393296,95,6.2,12
3000000,23144499,20144499,11.241802,98,5.3,35
16000000,68411275,52411275,9.18885,93,5.9,12
3000000,19472057,16472057,11.158167,86,5.7,27
3000000,33300000,30300000,23.109959,161,7.7,18
3000000,15369573,12369573,1.586598,100,4.7,35
2000000,7900000,5900000,3.832858,121,6.7,35
3000000,25000000,22000000,22.889294,125,8.1,35
3000000,15938065,12938065,10.341982,87,4.2,14
3000000,13000000,10000000,7.924982,128,6.4,9648
3000000,11718595,8718595,1.697846,100,6.4,35
0,229094,229094,14.936661,84,6.6,10749
3000000,0,-3000000,0.720091,97,7,18
0,0,0,2.747402,84,5.3,28
3000000,10400000,7400000,6.734965,146,7.3,18
3000000,10000000,7000000,13.338539,186,7.6,18
0,9016377,9016377,0.185373,94,4.5,35
3000000,9012000,6012000,5.344815,133,7.3,37
0,0,0,0.982624,99,3.7,35
3000000,11176469,8176469,23.299907,108,7.4,10749
0,0,0,4.103764,95,3.8,35
3000000,7282851,4282851,5.003615,97,6.3,28
3000000,6804016,3804016,0.019984,94,5,18
0,0,0,1.026243,86,5.8,35
0,10422387,10422387,2.787375,115,6.8,18
3800000,28200000,24400000,3.667372,97,6.5,35
3000000,0,-3000000,2.144354,82,3.1,35
3000000,4109095,1109095,3.937939,117,5.7,18
3000000,0,-3000000,5.325156,90,6,35
3000000,4000000,1000000,23.981601,100,7.4,10751
0,0,0,3.107149,98,5.2,14
0,0,0,5.016607,95,5.4,35
0,0,0,13.857194,94,7.6,18
0,0,0,6.997495,104,6.4,18
3000000,3076820,76820,4.337685,87,5.9,35
2962051,3011195,49144,3.636634,108,6.6,18
0,4069826,4069826,15.492257,86,7.2,35
3000000,9879971,6879971,2.504169,94,6.9,80
3000000,2807390,-192610,10.757539,139,7.4,35
0,0,0,1.580027,89,6.1,35
2800000,1826705,-973295,15.754614,102,5.1,35
3000000,14980005,11980005,56.76349,120,8,18
0,0,0,3.644872,110,6.5,28
3000000,748453,-2251547,16.900433,86,5.7,28
3000000,0,-3000000,1.569246,101,5.2,28
3000000,0,-3000000,4.682881,110,6.5,35
0,0,0,1.128559,87,5.8,10770
3000000,2357852,-642148,12.68672,123,6.9,18
0,0,0,3.750338,99,5.6,35
0,0,0,2.857848,176,4,27
3000000,11947954,8947954,20.95282,87,5.3,35
0,0,0,0.18094,120,3.7,18
0,0,0,1.75311,94,5.2,35
2700000,0,-2700000,3.120747,98,6.7,35
0,0,0,0.384496,0,6.3,10752
0,0,0,2.504156,96,3.9,27
3000000,0,-3000000,0.431332,97,5.8,18
3000000,22000,-2978000,11.882563,112,5.7,878
0,0,0,9.342465,88,6.1,18
3000000,3387000,387000,12.564554,83,4.9,53
0,0,0,0.68822,80,3,35
0,0,0,0.194848,90,0,35
0,0,0,2.015525,96,5.4,18
3000000,0,-3000000,2.680629,85,5.2,28
0,0,0,12.036888,84,5.3,35
0,0,0,1.737032,80,2.9,35
3000000,0,-3000000,9.249229,90,5.8,18
2500000,3200000,700000,5.164423,92,7.1,28
3,0,-3,0.008263,100,0,18
0,0,0,1.998826,88,4.8,53
3000000,0,-3000000,1.968679,95,4.6,9648
3000000,0,-3000000,1.141463,79,2.8,53
0,0,0,0.214704,88,6,
3200000,0,-3200000,1.034844,95,6.1,28
0,0,0,1.975941,95,6.3,35
2900000,5596708,2696708,5.928937,113,7.6,18
2900000,5000000,2100000,3.370225,136,7.3,35
0,0,0,5.485217,80,4.9,80
0,0,0,0.18887,105,6.8,35
3000000,0,-3000000,3.077885,90,4.1,53
3000000,103735,-2896265,1.781462,93,6.6,99
0,0,0,4.952983,91,6.6,27
2902660,0,-2902660,1.35088,93,6.1,10749
0,0,0,0.687656,89,4.3,53
8000000,23563727,15563727,6.39503,116,6.9,18
2883848,25000000,22116152,39.30982,122,8,35
2800000,19170001,16370001,9.070842,88,5.3,27
2777000,33754967,30977967,67.417542,102,7.4,12
2800000,86273333,83473333,36.444894,106,7.7,35
2000000,5364858,3364858,15.351412,95,5.4,27
0,0,0,2.436019,144,7.6,35
0,0,0,0.93392,112,6.5,18
2700000,37799643,35099643,11.35972,118,7,12
0,0,0,0.296981,0,9.5,
0,0,0,1.776624,90,4.9,28
2686000,6600000,3914000,1.897263,109,6,12
0,0,0,0.144031,103,7,35
2627000,5363000,2736000,0.531444,120,6,18
2600000,119500000,116900000,22.793929,93,7.2,37
2600000,32980880,30380880,14.013414,91,5.9,27
2159280,10700000,8540720,13.265432,80,7.1,18
0,0,0,11.552247,134,7.1,18
0,0,0,1.73892,86,5.3,35
2600000,3166000,566000,0.895946,105,7.6,99
2600000,553198,-2046802,19.02965,92,7,878
